"№";"Название";"Username";"Тип";"Подписчики";"ER %";"Ср. охват";"Цена поста";"CPM";"Категория";"Ссылка Telegram";"Ссылка TGStat";"Описание"
"1426";"6 356";"donballon_news";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/donballon_news";"https://tgstat.ru/channel/@donballon_news";""
"1427";"6 354";"KorolyukAlexey";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/KorolyukAlexey";"https://tgstat.ru/channel/@KorolyukAlexey";""
"1428";"6 354";"redford_school_online_profession";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/redford_school_online_profession";"https://tgstat.ru/channel/@redford_school_online_profession";""
"1429";"6 354";"mspodcast";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mspodcast";"https://tgstat.ru/channel/@mspodcast";""
"1430";"6 347";"ISIF8N9s2A05ODQy";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ISIF8N9s2A05ODQy";"https://tgstat.ru/channel/ISIF8N9s2A05ODQy";""
"1431";"6 341";"Financialhorizona23";"Канал";"N/A";"39 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Financialhorizona23";"https://tgstat.ru/channel/@Financialhorizona23";""
"1432";"6 341";"bpsist";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/bpsist";"https://tgstat.ru/channel/@bpsist";""
"1433";"6 336";"CarleasingPro";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CarleasingPro";"https://tgstat.ru/channel/@CarleasingPro";""
"1434";"6 332";"yYTRX--_7Kk1NmVi";"Канал";"N/A";"42 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yYTRX--_7Kk1NmVi";"https://tgstat.ru/channel/yYTRX--_7Kk1NmVi";""
"1435";"6 327";"knyazeva_prochina";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/knyazeva_prochina";"https://tgstat.ru/channel/@knyazeva_prochina";""
"1436";"6 305";"FqluI0WgHs1mOTQ6";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/FqluI0WgHs1mOTQ6";"https://tgstat.ru/channel/FqluI0WgHs1mOTQ6";""
"1437";"6 301";"playrustc";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/playrustc";"https://tgstat.ru/channel/@playrustc";""
"1438";"6 301";"moibizkhv27";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moibizkhv27";"https://tgstat.ru/channel/@moibizkhv27";""
"1439";"6 288";"indust_automat";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/indust_automat";"https://tgstat.ru/channel/@indust_automat";""
"1440";"6 284";"pborovikov";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pborovikov";"https://tgstat.ru/channel/@pborovikov";""
"1441";"6 277";"rabotaMsk_com";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rabotaMsk_com";"https://tgstat.ru/channel/@rabotaMsk_com";""
"1442";"6 275";"atildikov";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/atildikov";"https://tgstat.ru/channel/@atildikov";""
"1443";"6 274";"BeautyEducation_1";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/BeautyEducation_1";"https://tgstat.ru/channel/@BeautyEducation_1";""
"1444";"6 268";"happytreesru";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/happytreesru";"https://tgstat.ru/channel/@happytreesru";""
"1445";"6 261";"ideanomicsru";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ideanomicsru";"https://tgstat.ru/channel/@ideanomicsru";""
"1446";"6 260";"niREJ-Of2fcwZjdi";"Канал";"N/A";"15 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/niREJ-Of2fcwZjdi";"https://tgstat.ru/channel/niREJ-Of2fcwZjdi";""
"1447";"6 247";"GF_Goldenfishmoney";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/GF_Goldenfishmoney";"https://tgstat.ru/channel/@GF_Goldenfishmoney";""
"1448";"6 240";"rariteco";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rariteco";"https://tgstat.ru/channel/@rariteco";""
"1449";"6 239";"suda_smotri";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/suda_smotri";"https://tgstat.ru/channel/@suda_smotri";""
"1450";"6 232";"onestatsproofficial";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/onestatsproofficial";"https://tgstat.ru/channel/@onestatsproofficial";""
"1451";"6 222";"manidoza";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/manidoza";"https://tgstat.ru/channel/@manidoza";""
"1452";"6 219";"megkutuzov";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/megkutuzov";"https://tgstat.ru/channel/@megkutuzov";""
"1453";"6 207";"polina_izipc";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/polina_izipc";"https://tgstat.ru/channel/@polina_izipc";""
"1454";"6 206";"Zhizzzzza";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Zhizzzzza";"https://tgstat.ru/channel/@Zhizzzzza";""
"1455";"6 200";"mlmforum1";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mlmforum1";"https://tgstat.ru/channel/@mlmforum1";""
"1456";"6 196";"hrstorage";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/hrstorage";"https://tgstat.ru/channel/@hrstorage";""
"1457";"6 195";"DragonnMoney";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/DragonnMoney";"https://tgstat.ru/channel/@DragonnMoney";""
"1458";"6 193";"WL_Shop";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/WL_Shop";"https://tgstat.ru/channel/@WL_Shop";""
"1459";"6 191";"CRERussia";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CRERussia";"https://tgstat.ru/channel/@CRERussia";""
"1460";"6 188";"wwwdelaydelo";"Канал";"N/A";"17 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/wwwdelaydelo";"https://tgstat.ru/channel/@wwwdelaydelo";""
"1461";"6 182";"truestatsapp";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/truestatsapp";"https://tgstat.ru/channel/@truestatsapp";""
"1462";"6 180";"Business2GIS";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Business2GIS";"https://tgstat.ru/channel/@Business2GIS";""
"1463";"6 179";"beshtau_electronics";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/beshtau_electronics";"https://tgstat.ru/channel/@beshtau_electronics";""
"1464";"6 177";"aQWVOIbs-pUzOGYy";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/aQWVOIbs-pUzOGYy";"https://tgstat.ru/channel/aQWVOIbs-pUzOGYy";""
"1465";"6 167";"moti_bus";"Канал";"N/A";"21 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moti_bus";"https://tgstat.ru/channel/@moti_bus";""
"1466";"6 160";"mir_wb_prodschool";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/mir_wb_prodschool";"https://tgstat.ru/channel/@mir_wb_prodschool";""
"1467";"6 159";"betsellbuy";"Канал";"N/A";"20 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/betsellbuy";"https://tgstat.ru/channel/@betsellbuy";""
"1468";"6 153";"soho_news";"Канал";"N/A";"59 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/soho_news";"https://tgstat.ru/channel/@soho_news";""
"1469";"6 151";"COUNBERSUC";"Канал";"N/A";"9 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/COUNBERSUC";"https://tgstat.ru/channel/@COUNBERSUC";""
"1470";"6 137";"yan_ps";"Канал";"N/A";"26 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/yan_ps";"https://tgstat.ru/channel/@yan_ps";""
"1471";"6 136";"Business_Breakfastt";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Business_Breakfastt";"https://tgstat.ru/channel/@Business_Breakfastt";""
"1472";"6 123";"freebies";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/freebies";"https://tgstat.ru/channel/@freebies";""
"1473";"6 118";"sidorkinaorgdesign";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/sidorkinaorgdesign";"https://tgstat.ru/channel/@sidorkinaorgdesign";""
"1474";"6 117";"irinabasyuk";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/irinabasyuk";"https://tgstat.ru/channel/@irinabasyuk";""
"1475";"6 108";"AnnaSkorayaPomochMP";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/AnnaSkorayaPomochMP";"https://tgstat.ru/channel/@AnnaSkorayaPomochMP";""
"1476";"6 105";"DD_tax";"Канал";"N/A";"11 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/DD_tax";"https://tgstat.ru/channel/@DD_tax";""
"1477";"6 103";"ipotekacenter";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ipotekacenter";"https://tgstat.ru/channel/@ipotekacenter";""
"1478";"6 102";"moi_piter_uk";"Канал";"N/A";"29 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moi_piter_uk";"https://tgstat.ru/channel/@moi_piter_uk";""
"1479";"6 102";"garage_eight";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/garage_eight";"https://tgstat.ru/channel/@garage_eight";""
"1480";"6 101";"thisisdata";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/thisisdata";"https://tgstat.ru/channel/@thisisdata";""
"1481";"6 091";"alinagasumyanova";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/alinagasumyanova";"https://tgstat.ru/channel/@alinagasumyanova";""
"1482";"6 090";"chikiriki_ru";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/chikiriki_ru";"https://tgstat.ru/channel/@chikiriki_ru";""
"1483";"6 089";"afterzavod";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/afterzavod";"https://tgstat.ru/channel/@afterzavod";""
"1484";"6 087";"setlgrouppro";"Канал";"N/A";"10 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/setlgrouppro";"https://tgstat.ru/channel/@setlgrouppro";""
"1485";"6 087";"ligainvestblog";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ligainvestblog";"https://tgstat.ru/channel/@ligainvestblog";""
"1486";"6 087";"nfgroup_ru";"Канал";"N/A";"52 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/nfgroup_ru";"https://tgstat.ru/channel/@nfgroup_ru";""
"1487";"6 085";"east_expert";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/east_expert";"https://tgstat.ru/channel/@east_expert";""
"1488";"6 077";"3ro3_38kacM2MGEy";"Канал";"N/A";"36 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/3ro3_38kacM2MGEy";"https://tgstat.ru/channel/3ro3_38kacM2MGEy";""
"1489";"6 054";"lukinawb";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lukinawb";"https://tgstat.ru/channel/@lukinawb";""
"1490";"6 053";"dashanofilter";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dashanofilter";"https://tgstat.ru/channel/@dashanofilter";""
"1491";"6 040";"biz_sobol";"Канал";"N/A";"3 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/biz_sobol";"https://tgstat.ru/channel/@biz_sobol";""
"1492";"6 033";"arevikzaitceva";"Канал";"N/A";"32 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/arevikzaitceva";"https://tgstat.ru/channel/@arevikzaitceva";""
"1493";"6 019";"ubrr_business";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ubrr_business";"https://tgstat.ru/channel/@ubrr_business";""
"1494";"6 008";"pleshkov_mp";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pleshkov_mp";"https://tgstat.ru/channel/@pleshkov_mp";""
"1495";"6 002";"j3dgKWuY-fQ4OGU6";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/j3dgKWuY-fQ4OGU6";"https://tgstat.ru/channel/j3dgKWuY-fQ4OGU6";""
"1496";"5 973";"avibox";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/avibox";"https://tgstat.ru/channel/@avibox";""
"1497";"5 963";"ahr_ceo";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/ahr_ceo";"https://tgstat.ru/channel/@ahr_ceo";""
"1498";"5 952";"moneyhibernatesecrets";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/moneyhibernatesecrets";"https://tgstat.ru/channel/@moneyhibernatesecrets";""
"1499";"5 951";"LCn_z4Iuy5lmYTk1";"Канал";"N/A";"36 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/LCn_z4Iuy5lmYTk1";"https://tgstat.ru/channel/LCn_z4Iuy5lmYTk1";""
"1500";"5 947";"Z7vrmvYYZhllZDky";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/Z7vrmvYYZhllZDky";"https://tgstat.ru/channel/Z7vrmvYYZhllZDky";""
"1501";"5 941";"hrivanovaanna";"Канал";"N/A";"8 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/hrivanovaanna";"https://tgstat.ru/channel/@hrivanovaanna";""
"1502";"5 940";"x10_academy";"Канал";"N/A";"12 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/x10_academy";"https://tgstat.ru/channel/@x10_academy";""
"1503";"5 936";"rabota_krasnodaro";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/rabota_krasnodaro";"https://tgstat.ru/channel/@rabota_krasnodaro";""
"1504";"5 934";"dnorca";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dnorca";"https://tgstat.ru/channel/@dnorca";""
"1505";"5 929";"WBCMediaChannel";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/WBCMediaChannel";"https://tgstat.ru/channel/@WBCMediaChannel";""
"1506";"5 927";"VmltiN-w3MAzZTBi";"Канал";"N/A";"4 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/VmltiN-w3MAzZTBi";"https://tgstat.ru/channel/VmltiN-w3MAzZTBi";""
"1507";"5 923";"CSITU_IanAZjMmQy";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/CSITU_IanAZjMmQy";"https://tgstat.ru/channel/CSITU_IanAZjMmQy";""
"1508";"5 922";"karty_dengi_product";"Канал";"N/A";"64 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/karty_dengi_product";"https://tgstat.ru/channel/@karty_dengi_product";""
"1509";"5 913";"digital_workplace";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/digital_workplace";"https://tgstat.ru/channel/@digital_workplace";""
"1510";"5 911";"life_mersin";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/life_mersin";"https://tgstat.ru/channel/@life_mersin";""
"1511";"5 910";"pulscenru";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/pulscenru";"https://tgstat.ru/channel/@pulscenru";""
"1512";"5 910";"uds_channel";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/uds_channel";"https://tgstat.ru/channel/@uds_channel";""
"1513";"5 904";"biznru24";"Канал";"N/A";"6 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/biznru24";"https://tgstat.ru/channel/@biznru24";""
"1514";"5 904";"babki_komp";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/babki_komp";"https://tgstat.ru/channel/@babki_komp";""
"1515";"5 898";"greycontent";"Канал";"N/A";"2 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/greycontent";"https://tgstat.ru/channel/@greycontent";""
"1516";"5 898";"agatov_tech";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/agatov_tech";"https://tgstat.ru/channel/@agatov_tech";""
"1517";"5 892";"razvitie_compan";"Канал";"N/A";"14 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/razvitie_compan";"https://tgstat.ru/channel/@razvitie_compan";""
"1518";"5 891";"annabat_tao";"Канал";"N/A";"1 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/annabat_tao";"https://tgstat.ru/channel/@annabat_tao";""
"1519";"5 875";"lapin_viktor";"Канал";"N/A";"5 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/lapin_viktor";"https://tgstat.ru/channel/@lapin_viktor";""
"1520";"5 872";"femtechforce";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/femtechforce";"https://tgstat.ru/channel/@femtechforce";""
"1521";"5 870";"channel_poto";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/channel_poto";"https://tgstat.ru/channel/@channel_poto";""
"1522";"5 864";"TheInnovations";"Канал";"N/A";"7 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/TheInnovations";"https://tgstat.ru/channel/@TheInnovations";""
"1523";"5 862";"datanature";"Канал";"N/A";"13 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/datanature";"https://tgstat.ru/channel/@datanature";""
"1524";"5 857";"upravlyaiprosto";"Канал";"N/A";"N/A";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/upravlyaiprosto";"https://tgstat.ru/channel/@upravlyaiprosto";""
"1525";"5 853";"dck_russia";"Канал";"N/A";"30 ";"N/A";"N/A";"N/A";"Неизвестная страница";"https://t.me/dck_russia";"https://tgstat.ru/channel/@dck_russia";""
